Car_Name,Brand,Year,Car_Age,Kms_Driven,Fuel_Type,Transmission,Owner,Engine,Power,Efficiency,Seats,Location,Seller_Type,Present_Price,Selling_Price
Harrier,Tata,2023,1,10830,Diesel,Automatic,1,1956,166.8,22.2,5,Ahmedabad,Individual,18.59,16.73
Harrier,Tata,2022,2,22268,Diesel,Automatic,1,1956,173.3,18.3,5,Delhi,Dealer,21.69,17.97
Nexon EV,Tata,2020,4,37846,Electric,Automatic,1,0,129.5,376.9,5,Ahmedabad,Individual,18.67,13.69
Tiago,Tata,2023,1,10617,Petrol,Automatic,1,1199,91.2,14.3,5,Chennai,Dealer,5.81,4.98
Nexon EV,Tata,2022,2,21895,Electric,Automatic,1,0,129.1,315.1,5,Bangalore,Individual,15.26,12.72
Nexon EV,Tata,2024,0,1954,Electric,Automatic,0,0,133.6,397.4,5,Ahmedabad,Dealer,15.99,14.39
Indica,Tata,2015,9,116490,Petrol,Manual,1,1356,76.5,15.1,5,Pune,Individual,4.81,1.92
Nano,Tata,2017,7,81131,Petrol,Manual,1,634,37.5,18.1,4,Pune,Individual,3.12,1.61
Punch,Tata,2024,0,3504,Petrol,Automatic,2,1199,86.9,14.8,5,Chennai,Dealer,8.8,7.65
Punch,Tata,2023,1,19364,Petrol,Manual,0,1199,86.0,15.1,5,Chennai,Dealer,10.13,9.12
Tiago,Tata,2018,6,55391,Petrol,Manual,0,1199,86.2,14.2,5,Hyderabad,Individual,7.76,4.7
Harrier,Tata,2020,4,51093,Diesel,Automatic,3,1956,172.3,20.8,5,Mumbai,Individual,21.84,12.51
Tigor,Tata,2022,2,33295,CNG,Automatic,0,1199,90.3,27.7,5,Chennai,Dealer,6.81,5.84
Harrier,Tata,2020,4,77407,Diesel,Automatic,1,1956,164.2,20.1,5,Hyderabad,Individual,21.84,15.03
Nexon,Tata,2019,5,47631,Diesel,Manual,3,1270,118.3,19.7,5,Bangalore,Dealer,14.77,7.6
Indica,Tata,2010,14,83123,Diesel,Manual,1,1370,69.8,18.6,5,Hyderabad,Individual,4.24,1.7
Safari,Tata,2024,0,9620,Diesel,Automatic,2,1956,170.0,20.5,6,Ahmedabad,Individual,20.84,17.98
Altroz,Tata,2020,4,50878,Petrol,Manual,0,1227,102.8,19.7,5,Bangalore,Individual,9.55,6.75
Nexon,Tata,2023,1,23117,Diesel,Manual,0,1352,125.8,18.7,5,Bangalore,Individual,13.99,12.59
Altroz,Tata,2020,4,44435,Diesel,Manual,1,1342,100.5,23.2,5,Pune,Dealer,7.43,5.1
Tiago,Tata,2016,8,131741,Petrol,Automatic,1,1199,88.7,15.8,5,Delhi,Individual,6.67,2.9
Altroz,Tata,2021,3,34487,Petrol,Manual,1,1313,96.4,14.5,5,Mumbai,Dealer,7.26,5.18
Tiago,Tata,2023,1,9499,Petrol,Manual,2,1199,90.5,16.7,5,Ahmedabad,Individual,6.57,5.24
Altroz,Tata,2022,2,31958,Diesel,Automatic,1,1261,103.4,23.8,5,Delhi,Dealer,7.55,6.11
Nexon,Tata,2017,7,33007,Petrol,Manual,0,1344,127.6,15.3,5,Delhi,Dealer,14.42,8.68
Nexon,Tata,2022,2,38932,Diesel,Manual,2,1345,125.7,22.4,5,Mumbai,Individual,10.98,7.96
Safari,Tata,2024,0,4411,Diesel,Manual,2,1956,165.8,20.7,7,Delhi,Dealer,24.91,20.99
Nexon EV,Tata,2021,3,46032,Electric,Automatic,0,0,138.0,306.2,5,Chennai,Dealer,14.63,11.96
Tiago,Tata,2023,1,32846,CNG,Automatic,0,1199,90.6,25.0,5,Delhi,Dealer,8.33,7.5
Nexon,Tata,2018,6,84950,Diesel,Manual,1,1392,129.5,26.8,5,Chennai,Dealer,9.69,5.58
Altroz,Tata,2021,3,22074,Petrol,Automatic,1,1286,97.9,20.5,5,Bangalore,Individual,7.47,5.5
Nexon,Tata,2023,1,10977,Diesel,Manual,0,1351,128.7,22.5,5,Ahmedabad,Individual,10.5,9.45
Nexon,Tata,2021,3,64238,Petrol,Automatic,0,1308,122.9,17.0,5,Ahmedabad,Dealer,14.82,11.82
Nexon,Tata,2022,2,39586,Diesel,Manual,0,1418,116.9,18.9,5,Ahmedabad,Dealer,8.23,6.91
Nano,Tata,2016,8,158322,Petrol,Manual,2,730,37.9,18.0,4,Chennai,Individual,1.62,0.65
Tiago,Tata,2020,4,79723,Petrol,Automatic,1,1199,86.4,17.0,5,Chennai,Individual,5.46,3.55
Tigor,Tata,2017,7,120849,Petrol,Manual,1,1199,90.4,14.5,5,Delhi,Individual,9.08,4.27
Tiago,Tata,2020,4,25999,Petrol,Manual,0,1199,86.4,17.7,5,Bangalore,Individual,8.36,6.27
Nano,Tata,2008,16,65587,Petrol,Manual,1,733,37.4,20.6,4,Delhi,Dealer,1.82,0.73
Indica,Tata,2018,6,64028,Petrol,Manual,2,1253,67.6,15.0,5,Ahmedabad,Individual,3.6,1.88
Punch,Tata,2021,3,45166,Petrol,Manual,0,1199,89.0,19.2,5,Delhi,Individual,7.22,5.81
Nexon,Tata,2023,1,27078,Petrol,Automatic,1,1249,126.3,15.1,5,Ahmedabad,Dealer,11.61,9.99
Nexon,Tata,2022,2,29358,Diesel,Automatic,1,1308,116.5,23.0,5,Bangalore,Dealer,14.45,12.17
Nano,Tata,2008,16,142427,Petrol,Manual,3,710,37.3,21.7,4,Mumbai,Dealer,1.59,0.64
Tigor,Tata,2022,2,29131,CNG,Automatic,0,1199,87.0,23.3,5,Bangalore,Dealer,9.42,8.25
Harrier,Tata,2019,5,84557,Diesel,Automatic,1,1956,166.8,20.1,5,Hyderabad,Individual,19.82,12.08
Punch,Tata,2021,3,42933,Petrol,Manual,2,1199,90.6,14.2,5,Bangalore,Dealer,6.9,4.68
Punch,Tata,2023,1,21695,Petrol,Automatic,0,1199,87.8,21.9,5,Chennai,Dealer,9.81,8.83
Nexon,Tata,2024,0,6958,Petrol,Manual,2,1415,121.2,21.2,5,Delhi,Individual,12.88,10.67
Punch,Tata,2023,1,25630,Petrol,Manual,0,1199,91.2,18.5,5,Chennai,Individual,7.03,6.33
Nano,Tata,2013,11,99977,Petrol,Manual,0,779,37.6,19.0,4,Delhi,Individual,2.66,1.06
Punch,Tata,2022,2,31452,Petrol,Manual,1,1199,88.0,18.1,5,Ahmedabad,Dealer,7.5,5.98
Nexon,Tata,2023,1,16659,Petrol,Automatic,3,1394,116.5,17.2,5,Bangalore,Individual,10.92,7.7
Altroz,Tata,2020,4,72093,Petrol,Manual,1,1416,104.9,14.1,5,Hyderabad,Dealer,10.21,6.75
Altroz,Tata,2022,2,31173,Diesel,Manual,2,1425,97.9,26.5,5,Bangalore,Dealer,8.57,6.19
Nano,Tata,2010,14,129303,Petrol,Manual,0,676,38.0,17.8,4,Bangalore,Individual,1.69,0.68
Tigor,Tata,2023,1,18604,Petrol,Manual,1,1199,88.4,19.3,5,Delhi,Individual,8.04,6.61
Punch,Tata,2022,2,18670,Petrol,Manual,1,1199,91.0,14.9,5,Chennai,Individual,7.97,6.19
Tigor,Tata,2021,3,29346,Petrol,Automatic,2,1199,84.1,16.0,5,Bangalore,Dealer,9.52,6.58
Nexon,Tata,2017,7,45028,Diesel,Automatic,0,1280,131.2,25.2,5,Hyderabad,Dealer,12.2,7.32
Tigor,Tata,2020,4,45299,CNG,Manual,1,1199,87.6,29.8,5,Ahmedabad,Individual,6.72,4.44
Indica,Tata,2012,12,160940,Diesel,Manual,0,1316,65.4,21.3,5,Mumbai,Dealer,3.82,1.53
Nexon,Tata,2018,6,88291,Petrol,Manual,1,1444,126.8,14.6,5,Mumbai,Individual,9.37,5.09
Nexon EV,Tata,2020,4,70396,Electric,Automatic,1,0,143.5,210.9,5,Hyderabad,Dealer,17.2,11.78
Nexon,Tata,2020,4,21481,Diesel,Automatic,1,1310,126.4,23.7,5,Chennai,Dealer,14.8,10.87
Indica,Tata,2010,14,94759,Diesel,Manual,3,1389,66.0,21.2,5,Ahmedabad,Dealer,5.97,2.39
Nexon,Tata,2018,6,34671,Petrol,Manual,3,1495,127.9,18.4,5,Pune,Dealer,11.6,5.74
Indica,Tata,2010,14,188747,Diesel,Manual,1,1303,64.7,18.2,5,Pune,Individual,5.11,2.04
Tiago,Tata,2024,0,2261,Petrol,Manual,0,1199,91.4,14.3,5,Pune,Individual,7.99,7.19
Tiago,Tata,2018,6,67656,Petrol,Automatic,2,1199,86.9,14.1,5,Mumbai,Individual,5.78,3.01
Nexon EV,Tata,2020,4,37489,Electric,Automatic,2,0,138.7,200.0,5,Chennai,Dealer,16.24,10.94
Punch,Tata,2023,1,10645,Petrol,Manual,1,1199,86.6,21.4,5,Chennai,Individual,9.58,8.29
Tiago,Tata,2018,6,24014,Petrol,Automatic,1,1199,88.1,17.2,5,Mumbai,Dealer,6.31,3.74
Tiago,Tata,2020,4,54153,CNG,Manual,1,1199,89.9,27.6,5,Bangalore,Dealer,6.72,4.43
Nexon,Tata,2019,5,63641,Petrol,Manual,1,1428,124.7,17.4,5,Mumbai,Individual,11.85,7.26
Nexon EV,Tata,2021,3,54786,Electric,Automatic,1,0,131.9,258.2,5,Ahmedabad,Individual,18.44,13.61
Altroz,Tata,2021,3,59788,Petrol,Automatic,1,1238,98.6,18.1,5,Mumbai,Individual,7.2,5.1
Nexon EV,Tata,2021,3,39949,Electric,Automatic,1,0,134.2,207.2,5,Delhi,Individual,15.05,11.47
Nexon,Tata,2018,6,97709,Petrol,Manual,1,1357,133.8,19.1,5,Mumbai,Dealer,14.3,7.43
Nexon,Tata,2018,6,118157,Petrol,Manual,0,1437,127.7,18.6,5,Delhi,Dealer,11.48,6.47
Nexon,Tata,2019,5,63130,Petrol,Manual,0,1316,122.7,19.8,5,Chennai,Individual,9.93,6.44
Harrier,Tata,2023,1,15204,Diesel,Automatic,1,1956,169.7,26.1,5,Pune,Dealer,14.03,12.63
Nexon,Tata,2019,5,74199,Diesel,Automatic,0,1199,123.1,26.0,5,Bangalore,Individual,11.99,8.22
Nano,Tata,2008,16,180731,Petrol,Manual,0,750,38.0,21.4,4,Chennai,Individual,1.74,0.7
Altroz,Tata,2022,2,27374,Petrol,Automatic,1,1284,101.8,16.0,5,Pune,Individual,9.09,7.33
Nexon EV,Tata,2024,0,8264,Electric,Automatic,0,0,131.4,243.9,5,Bangalore,Individual,18.09,16.28
Tiago,Tata,2016,8,116864,CNG,Manual,1,1199,91.1,26.5,5,Bangalore,Individual,5.79,2.51
Tigor,Tata,2021,3,28637,Petrol,Automatic,1,1199,91.7,19.6,5,Pune,Individual,9.88,7.26
Harrier,Tata,2019,5,75344,Diesel,Automatic,0,1956,166.4,20.1,5,Delhi,Individual,19.98,13.59
Altroz,Tata,2020,4,53074,Diesel,Automatic,0,1446,97.0,22.5,5,Bangalore,Individual,11.48,8.94
Safari,Tata,2021,3,35038,Diesel,Manual,0,1956,167.7,20.0,6,Ahmedabad,Individual,21.03,17.04
Safari,Tata,2021,3,42165,Diesel,Automatic,0,1956,169.5,19.0,7,Chennai,Dealer,17.45,14.65
Nano,Tata,2014,10,139102,Petrol,Manual,1,706,38.1,17.4,4,Bangalore,Dealer,1.65,0.66
Tigor,Tata,2017,7,72433,Petrol,Manual,0,1199,84.3,19.3,5,Pune,Dealer,9.37,5.09
Altroz,Tata,2024,0,8995,Petrol,Automatic,0,1262,98.1,21.4,5,Ahmedabad,Dealer,10.3,9.27
Nexon,Tata,2019,5,32953,Petrol,Automatic,1,1339,125.1,19.0,5,Chennai,Individual,13.97,9.3
Tiago,Tata,2016,8,97750,Petrol,Automatic,2,1199,89.4,20.1,5,Delhi,Dealer,8.02,3.39
Altroz,Tata,2024,0,9994,Petrol,Manual,1,1319,89.7,15.3,5,Delhi,Dealer,10.24,9.22
Punch,Tata,2022,2,20768,Petrol,Automatic,1,1199,89.2,15.2,5,Pune,Dealer,8.34,6.57
Nexon EV,Tata,2020,4,74897,Electric,Automatic,0,0,149.0,393.0,5,Chennai,Dealer,15.53,11.48
Safari,Tata,2021,3,52374,Diesel,Manual,0,1956,167.2,22.3,7,Pune,Dealer,19.55,15.93
Altroz,Tata,2021,3,61552,Petrol,Automatic,2,1268,96.4,17.6,5,Chennai,Dealer,7.45,4.81
Tiago,Tata,2016,8,132970,Petrol,Automatic,2,1199,89.1,20.4,5,Mumbai,Individual,6.06,2.42
Altroz,Tata,2022,2,28812,Diesel,Manual,1,1297,96.1,26.2,5,Bangalore,Individual,11.06,9.05
Nexon EV,Tata,2023,1,7029,Electric,Automatic,0,0,143.4,377.2,5,Chennai,Dealer,18.69,16.82
Punch,Tata,2021,3,67477,Petrol,Manual,3,1199,87.4,19.7,5,Mumbai,Individual,10.09,5.89
Punch,Tata,2021,3,28110,Petrol,Manual,2,1199,91.0,15.7,5,Hyderabad,Individual,8.62,5.65
Harrier,Tata,2020,4,68889,Diesel,Manual,1,1956,165.2,27.1,5,Mumbai,Dealer,21.93,14.44
Punch,Tata,2021,3,51080,Petrol,Manual,0,1199,88.6,16.5,5,Delhi,Individual,8.41,6.49
Safari,Tata,2023,1,14260,Diesel,Automatic,0,1956,168.0,22.4,7,Bangalore,Individual,20.39,18.35
Harrier,Tata,2020,4,70267,Diesel,Automatic,1,1956,173.4,23.7,5,Mumbai,Individual,20.9,14.33
Harrier,Tata,2019,5,63962,Diesel,Automatic,3,1956,170.2,18.3,5,Pune,Dealer,18.85,9.9
Tigor,Tata,2017,7,37703,Petrol,Automatic,0,1199,89.0,17.0,5,Mumbai,Dealer,8.59,4.97
Harrier,Tata,2023,1,29884,Diesel,Manual,0,1956,167.2,21.4,5,Mumbai,Dealer,14.06,12.65
Nexon,Tata,2022,2,44868,Petrol,Manual,1,1223,121.6,21.3,5,Mumbai,Individual,11.79,8.84
Harrier,Tata,2020,4,17132,Diesel,Manual,1,1956,173.0,19.4,5,Hyderabad,Individual,19.4,14.38
Nexon EV,Tata,2022,2,38625,Electric,Automatic,1,0,141.1,236.5,5,Ahmedabad,Dealer,19.99,16.79
Tigor,Tata,2019,5,29999,Petrol,Manual,1,1199,88.5,18.6,5,Chennai,Dealer,9.69,6.37
Nano,Tata,2011,13,75845,Petrol,Manual,0,775,37.0,18.8,4,Delhi,Individual,1.65,0.66
Punch,Tata,2024,0,13427,Petrol,Automatic,1,1199,86.9,20.8,5,Delhi,Dealer,8.54,7.69
Punch,Tata,2022,2,39349,Petrol,Manual,0,1199,87.8,16.2,5,Hyderabad,Dealer,7.64,6.49
Harrier,Tata,2019,5,102566,Diesel,Automatic,0,1956,166.8,27.9,5,Chennai,Dealer,18.52,12.31
Altroz,Tata,2021,3,22398,Petrol,Manual,0,1479,111.3,18.1,5,Hyderabad,Dealer,10.8,8.49
Tiago,Tata,2018,6,52790,Petrol,Manual,3,1199,86.6,19.1,5,Mumbai,Individual,6.0,2.76
Tiago,Tata,2016,8,47166,CNG,Automatic,1,1199,90.7,26.1,5,Pune,Individual,5.7,2.83
Nexon,Tata,2024,0,11629,Petrol,Manual,2,1486,117.4,14.5,5,Chennai,Individual,10.38,8.58
Tigor,Tata,2023,1,14006,Petrol,Automatic,0,1199,90.0,21.4,5,Chennai,Individual,6.1,5.49
Tiago,Tata,2021,3,25416,Petrol,Manual,1,1199,88.8,19.0,5,Hyderabad,Individual,5.31,3.9
Altroz,Tata,2023,1,21968,Diesel,Automatic,1,1313,109.9,22.2,5,Bangalore,Individual,8.43,7.47
Nexon,Tata,2020,4,65105,Petrol,Manual,1,1357,123.5,21.7,5,Delhi,Dealer,8.23,5.33
Safari,Tata,2023,1,32784,Diesel,Manual,1,1956,172.4,24.2,7,Ahmedabad,Dealer,19.63,17.17
Nexon,Tata,2017,7,34837,Petrol,Automatic,1,1421,126.4,19.6,5,Mumbai,Individual,8.14,4.54
Nexon,Tata,2017,7,54480,Petrol,Manual,3,1297,125.0,16.9,5,Bangalore,Individual,8.28,3.53
Nano,Tata,2017,7,32187,Petrol,Manual,1,629,37.9,15.9,4,Bangalore,Individual,1.99,1.08
Nexon,Tata,2023,1,14128,Diesel,Manual,0,1217,118.2,19.5,5,Hyderabad,Individual,12.94,11.65
Altroz,Tata,2021,3,22684,Diesel,Automatic,1,1424,92.6,25.4,5,Mumbai,Individual,8.41,6.7
Nexon EV,Tata,2024,0,5216,Electric,Automatic,2,0,137.8,311.0,5,Delhi,Dealer,14.33,12.9
Punch,Tata,2024,0,4406,Petrol,Manual,0,1199,88.3,14.6,5,Bangalore,Dealer,8.2,7.38
Tiago,Tata,2023,1,14860,CNG,Automatic,2,1199,86.4,23.6,5,Mumbai,Dealer,7.1,5.72
Nexon,Tata,2017,7,102294,Petrol,Manual,0,1262,119.2,16.2,5,Chennai,Individual,10.34,5.58
Harrier,Tata,2024,0,12938,Diesel,Automatic,0,1956,169.2,18.5,5,Bangalore,Dealer,14.09,12.68
Altroz,Tata,2022,2,49179,Diesel,Automatic,1,1486,91.0,19.1,5,Ahmedabad,Individual,10.98,8.87
Tiago,Tata,2020,4,77370,Petrol,Manual,1,1199,88.0,16.3,5,Ahmedabad,Dealer,6.38,3.96
Harrier,Tata,2019,5,104774,Diesel,Automatic,1,1956,168.9,25.7,5,Ahmedabad,Dealer,21.97,13.24
Indica,Tata,2014,10,104048,CNG,Manual,2,1244,66.2,22.7,5,Mumbai,Individual,3.34,1.34
Nano,Tata,2010,14,192970,Petrol,Manual,2,786,37.8,20.4,4,Chennai,Dealer,1.52,0.61
Altroz,Tata,2022,2,24959,Diesel,Automatic,1,1436,103.2,20.8,5,Hyderabad,Individual,8.55,7.18
Tiago,Tata,2017,7,109507,CNG,Manual,1,1199,88.9,24.9,5,Ahmedabad,Dealer,5.73,2.72
Tiago,Tata,2016,8,145398,CNG,Manual,0,1199,85.4,23.6,5,Bangalore,Dealer,6.16,2.79
Punch,Tata,2023,1,31346,Petrol,Automatic,1,1199,88.0,18.0,5,Bangalore,Individual,6.61,5.47
Punch,Tata,2023,1,17262,Petrol,Manual,1,1199,89.1,14.0,5,Mumbai,Dealer,8.4,7.12
Punch,Tata,2024,0,10874,Petrol,Manual,0,1199,88.4,20.3,5,Delhi,Dealer,7.8,7.02
Punch,Tata,2021,3,63019,Petrol,Manual,0,1199,84.7,14.9,5,Mumbai,Dealer,8.8,6.71
Nexon,Tata,2020,4,47809,Diesel,Automatic,0,1270,131.5,21.1,5,Ahmedabad,Individual,11.01,8.34
Nexon,Tata,2018,6,122574,Diesel,Automatic,1,1210,125.7,24.5,5,Mumbai,Individual,13.08,7.21
Nano,Tata,2008,16,103914,Petrol,Manual,0,773,38.2,18.0,4,Bangalore,Individual,2.23,0.89
Altroz,Tata,2023,1,4725,Petrol,Manual,2,1381,91.5,16.3,5,Ahmedabad,Individual,8.42,6.65
Punch,Tata,2021,3,49525,Petrol,Manual,2,1199,89.0,21.1,5,Mumbai,Individual,8.69,5.64
Nano,Tata,2018,6,31382,Petrol,Manual,1,648,37.4,20.6,4,Pune,Dealer,2.51,1.48
Nexon EV,Tata,2023,1,25300,Electric,Automatic,1,0,135.4,286.2,5,Ahmedabad,Dealer,18.55,16.7
Nexon,Tata,2017,7,45474,Diesel,Automatic,2,1437,131.1,18.4,5,Chennai,Individual,11.92,6.06
Punch,Tata,2023,1,10188,Petrol,Manual,1,1199,89.8,17.9,5,Ahmedabad,Dealer,8.49,7.07
Altroz,Tata,2024,0,14190,Petrol,Manual,0,1431,104.1,17.0,5,Ahmedabad,Individual,11.2,10.08
Harrier,Tata,2019,5,99040,Diesel,Automatic,2,1956,168.2,22.0,5,Chennai,Dealer,20.0,10.97
Tigor,Tata,2020,4,49604,Petrol,Manual,1,1199,86.3,21.2,5,Chennai,Dealer,9.62,6.3
Altroz,Tata,2024,0,11112,Diesel,Automatic,0,1224,93.4,25.8,5,Mumbai,Dealer,10.53,9.48
Tigor,Tata,2021,3,53148,Petrol,Automatic,1,1199,90.2,19.7,5,Mumbai,Dealer,8.68,6.26
Altroz,Tata,2023,1,29977,Diesel,Manual,2,1254,110.0,24.2,5,Bangalore,Individual,8.05,6.48
Altroz,Tata,2023,1,17116,Petrol,Manual,0,1383,106.7,21.0,5,Ahmedabad,Individual,8.75,7.88
Safari,Tata,2023,1,21326,Diesel,Automatic,0,1956,167.7,26.8,6,Hyderabad,Individual,22.66,20.39
Altroz,Tata,2023,1,17802,Petrol,Automatic,3,1260,91.1,14.7,5,Pune,Dealer,11.07,7.72
Nexon EV,Tata,2022,2,15028,Electric,Automatic,1,0,135.4,257.3,5,Chennai,Individual,15.97,13.74
Altroz,Tata,2020,4,65227,Diesel,Automatic,3,1205,96.8,20.0,5,Mumbai,Individual,10.56,5.97
Tigor,Tata,2022,2,8687,CNG,Manual,3,1199,87.4,22.8,5,Hyderabad,Individual,6.63,4.41
Nexon,Tata,2022,2,38101,Diesel,Manual,2,1450,122.7,22.1,5,Chennai,Dealer,11.4,8.28
Harrier,Tata,2019,5,72695,Diesel,Manual,0,1956,168.8,26.9,5,Mumbai,Individual,15.26,10.54
Nexon,Tata,2020,4,59777,Petrol,Automatic,0,1372,125.8,20.3,5,Delhi,Dealer,12.7,9.29
Tiago,Tata,2017,7,86129,CNG,Manual,0,1199,89.3,24.0,5,Chennai,Dealer,7.29,4.02
Nexon EV,Tata,2021,3,65745,Electric,Automatic,0,0,134.2,246.8,5,Chennai,Dealer,14.73,12.26
Tiago,Tata,2016,8,68071,Petrol,Automatic,1,1199,91.3,15.4,5,Chennai,Individual,5.77,2.73
Indica,Tata,2013,11,138665,CNG,Manual,1,1251,65.7,25.9,5,Delhi,Dealer,4.0,1.6
Altroz,Tata,2023,1,23873,Diesel,Automatic,1,1414,97.2,19.4,5,Bangalore,Dealer,10.04,9.04
Tiago,Tata,2016,8,39378,CNG,Automatic,2,1199,89.3,26.0,5,Pune,Dealer,5.98,2.68
Nexon,Tata,2021,3,61337,Petrol,Manual,0,1202,124.2,15.4,5,Chennai,Dealer,9.17,6.87
Nexon,Tata,2021,3,27118,Petrol,Automatic,0,1401,122.5,15.8,5,Pune,Individual,10.29,8.26
Nexon,Tata,2024,0,5002,Petrol,Automatic,1,1380,126.7,17.1,5,Chennai,Dealer,11.94,10.75
Punch,Tata,2021,3,23689,Petrol,Manual,0,1199,86.5,14.6,5,Mumbai,Individual,8.36,6.57
Nexon EV,Tata,2024,0,11581,Electric,Automatic,1,0,127.6,241.8,5,Bangalore,Individual,14.83,13.35
Nexon,Tata,2020,4,64744,Petrol,Automatic,0,1314,122.6,20.3,5,Ahmedabad,Individual,9.2,6.67
Nexon,Tata,2021,3,25819,Petrol,Manual,1,1350,120.8,19.2,5,Pune,Dealer,11.48,8.45
Punch,Tata,2022,2,18314,Petrol,Automatic,0,1199,87.8,21.8,5,Ahmedabad,Dealer,9.16,7.99
Harrier,Tata,2020,4,20185,Diesel,Automatic,1,1956,166.3,27.6,5,Delhi,Individual,21.28,15.73
Punch,Tata,2022,2,47765,Petrol,Manual,1,1199,84.9,21.9,5,Hyderabad,Dealer,7.7,5.74
Altroz,Tata,2020,4,58617,Petrol,Manual,2,1408,91.2,16.1,5,Bangalore,Dealer,7.37,4.37
Tigor,Tata,2023,1,22830,Petrol,Manual,2,1199,86.0,17.7,5,Bangalore,Dealer,6.16,4.76
Nano,Tata,2008,16,174457,Petrol,Manual,2,755,38.3,20.1,4,Hyderabad,Dealer,3.39,1.36
Nexon,Tata,2018,6,67563,Diesel,Automatic,0,1275,124.0,26.4,5,Chennai,Individual,12.37,8.05
Punch,Tata,2023,1,18816,Petrol,Manual,2,1199,87.7,21.0,5,Hyderabad,Individual,8.61,6.74
Punch,Tata,2022,2,11585,Petrol,Manual,1,1199,88.0,17.3,5,Chennai,Dealer,6.71,5.56
Punch,Tata,2021,3,45642,Petrol,Automatic,3,1199,88.8,22.0,5,Delhi,Dealer,9.97,5.86
Nexon,Tata,2024,0,5244,Diesel,Manual,3,1462,117.3,23.0,5,Pune,Dealer,8.15,6.51
Punch,Tata,2021,3,33636,Petrol,Manual,1,1199,88.3,14.7,5,Delhi,Individual,7.75,5.69
Nexon,Tata,2024,0,12949,Petrol,Automatic,1,1231,124.8,19.7,5,Ahmedabad,Individual,12.4,11.16
Nexon,Tata,2018,6,46006,Petrol,Automatic,0,1404,119.9,15.7,5,Delhi,Dealer,14.01,9.13
Harrier,Tata,2023,1,12638,Diesel,Automatic,2,1956,173.9,21.3,5,Hyderabad,Dealer,16.35,13.22
Nexon EV,Tata,2024,0,9175,Electric,Automatic,2,0,141.4,232.6,5,Delhi,Dealer,14.26,12.59
Punch,Tata,2022,2,26730,Petrol,Manual,2,1199,86.1,16.7,5,Chennai,Dealer,9.98,7.37
Nexon EV,Tata,2022,2,16493,Electric,Automatic,3,0,139.6,294.2,5,Mumbai,Dealer,17.58,12.71
Tiago,Tata,2024,0,9354,CNG,Manual,0,1199,85.5,23.1,5,Hyderabad,Individual,5.0,4.5
Nexon,Tata,2023,1,11337,Petrol,Automatic,3,1240,117.7,15.9,5,Chennai,Dealer,11.9,8.82
Nexon EV,Tata,2022,2,47853,Electric,Automatic,1,0,137.4,309.3,5,Chennai,Individual,19.7,15.93
Altroz,Tata,2021,3,53536,Diesel,Manual,0,1337,89.6,22.8,5,Pune,Dealer,9.28,7.29
Tiago,Tata,2021,3,36582,CNG,Automatic,0,1199,86.2,22.2,5,Chennai,Individual,5.6,4.6
Nexon EV,Tata,2024,0,3520,Electric,Automatic,2,0,139.4,385.4,5,Mumbai,Dealer,16.35,14.46
Tiago,Tata,2024,0,8743,Petrol,Automatic,1,1199,85.8,20.3,5,Hyderabad,Dealer,8.22,7.4
Punch,Tata,2021,3,35881,Petrol,Automatic,1,1199,88.0,19.7,5,Ahmedabad,Individual,9.2,6.71
Tiago,Tata,2021,3,28865,Petrol,Manual,0,1199,84.2,17.7,5,Bangalore,Dealer,6.16,5.02
Punch,Tata,2023,1,22879,Petrol,Manual,2,1199,85.4,18.4,5,Pune,Individual,7.45,5.89
Nexon,Tata,2019,5,29981,Petrol,Manual,0,1306,120.8,18.2,5,Hyderabad,Dealer,8.24,5.56
Nexon,Tata,2023,1,20214,Diesel,Manual,2,1482,118.6,19.8,5,Chennai,Dealer,12.77,10.07
Punch,Tata,2022,2,20925,Petrol,Automatic,2,1199,88.2,20.3,5,Ahmedabad,Dealer,6.95,5.03
Harrier,Tata,2022,2,28562,Diesel,Automatic,1,1956,171.2,23.1,5,Bangalore,Individual,21.94,18.05
Punch,Tata,2021,3,41522,Petrol,Manual,3,1199,88.5,18.2,5,Mumbai,Individual,8.17,5.02
Altroz,Tata,2024,0,5104,Diesel,Manual,3,1486,110.7,27.9,5,Mumbai,Individual,10.48,7.94
Punch,Tata,2022,2,27637,Petrol,Manual,2,1199,89.1,14.1,5,Mumbai,Dealer,9.42,6.78
Nexon,Tata,2023,1,29198,Petrol,Automatic,2,1486,125.5,14.1,5,Chennai,Dealer,11.53,9.04
Punch,Tata,2024,0,11348,Petrol,Automatic,1,1199,90.2,17.5,5,Hyderabad,Dealer,9.74,8.76
Nano,Tata,2012,12,80835,Petrol,Manual,0,647,37.3,17.7,4,Pune,Dealer,2.98,1.19
Altroz,Tata,2022,2,30795,Diesel,Manual,2,1440,111.7,24.6,5,Delhi,Dealer,11.44,8.49
Nexon,Tata,2017,7,89568,Petrol,Automatic,0,1370,119.6,17.8,5,Delhi,Individual,9.56,5.12
Tigor,Tata,2017,7,98843,Petrol,Manual,1,1199,90.1,19.3,5,Chennai,Individual,7.31,3.62
Tiago,Tata,2018,6,54035,CNG,Manual,1,1199,85.9,28.0,5,Chennai,Dealer,5.74,3.25
Punch,Tata,2021,3,20043,Petrol,Automatic,3,1199,87.3,17.9,5,Hyderabad,Individual,9.65,5.96
Nexon EV,Tata,2023,1,7486,Electric,Automatic,1,0,132.6,386.2,5,Hyderabad,Individual,17.31,15.54
